,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,structure_quality,SALE_PRC
2514,5600,2008,0,13111.4,1870.1,222.0,44583.7,33881.2,25955.9,66,0,4,725000.0
4385,8348,1252,780,202.6,19289.2,4082.1,41787.8,13510.6,3782.4,63,0,4,320000.0
10915,7800,2257,1200,23767.2,59191.6,4189.2,72374.9,72374.9,7124.7,33,0,4,214900.0
8075,7500,2578,34920,7997.7,47383.8,37144.4,91910.0,43142.6,17628.9,17,0,4,399100.0
11647,7914,2528,6525,13029.4,60048.6,30827.7,78119.9,43213.2,11164.0,18,0,4,430000.0
13303,13000,2622,22359,2733.2,42394.1,29031.7,96026.8,45387.2,16552.3,35,0,4,398000.0
4731,15000,4292,35681,5461.9,5024.7,354.9,34654.9,15981.0,17809.7,35,0,5,1450000.0
9386,7800,1573,33002,11535.7,9352.6,3670.9,80742.5,34029.1,10594.3,19,0,4,310000.0
3688,8680,1865,5522,6226.5,10070.0,9365.4,21208.4,2539.7,11272.6,66,0,2,300000.0
1395,7000,1257,27914,3959.3,41349.5,6581.6,34702.5,34702.5,12032.3,64,0,4,132500.0
4861,24708,4006,35990,4098.2,13499.0,9748.9,59939.3,12015.6,8180.8,18,0,4,1160000.0
5076,17040,3022,21686,5356.4,7454.0,7298.8,72362.4,25367.0,16482.4,38,0,4,480000.0
13855,8369,1577,0,3385.7,38120.8,24558.5,93949.0,43004.6,13020.0,32,0,4,280000.0
4902,16632,2536,2416,5344.0,15809.0,10360.1,57017.3,8307.5,4549.2,57,0,4,523800.0
12392,7889,1608,2000,16220.7,52264.5,39250.3,83979.9,39874.2,15201.9,11,0,4,330000.0
4720,15000,1757,70,2141.5,10406.5,1115.1,38780.1,12455.5,12381.7,60,0,4,950000.0
6482,7500,1500,18789,3669.2,28338.5,1010.6,43531.3,21129.2,872.0,59,0,4,322000.0
7414,8633,1903,34557,4407.0,22000.7,4029.3,58734.4,58734.4,4599.9,38,0,5,345000.0
10719,11700,2917,39938,12861.8,37096.3,24570.1,147371.7,99303.2,7613.4,20,0,2,375000.0
7293,11725,2414,3259,2598.4,14229.2,1765.8,60113.9,60113.9,2210.0,36,0,4,475000.0
8826,6582,2096,3261,5283.8,16008.0,3049.2,98497.9,50894.0,2070.0,1,0,4,290500.0
3301,7875,1552,243,4823.9,16115.7,1029.9,36188.0,12345.4,8485.5,24,0,4,527900.0
11901,8185,3262,2797,15301.7,64797.4,36714.6,83972.5,47496.8,15290.0,11,0,4,470000.0
9567,7910,1631,1208,18272.0,19725.5,15575.5,114102.0,66252.4,1540.1,36,0,2,190000.0
10043,5529,2031,1286,14317.3,31346.6,19899.0,138753.6,90723.3,4580.5,15,0,2,210000.0
6133,7500,1623,2290,12686.8,40957.9,21581.2,64922.3,23132.9,1842.6,58,0,4,301700.0
712,12375,1751,1285,9599.9,32971.7,4488.6,37034.9,37034.9,3870.8,57,0,4,125000.0
4279,10500,1593,2486,329.7,15011.9,6638.6,44324.3,6590.2,6457.7,48,0,4,488000.0
6311,5250,1287,3697,8922.5,30965.9,7082.0,50179.8,19945.9,6477.5,19,0,4,305000.0
8145,4800,1371,0,4791.9,25370.9,5929.0,99392.6,49751.0,9487.3,12,0,2,199000.0
8653,5170,2552,506,6754.6,18339.6,7091.6,102818.6,54622.5,6209.5,0,0,2,327000.0
1822,16900,3328,29222,696.9,20516.2,2119.8,30953.3,30689.8,8623.8,37,0,4,882000.0
13757,5084,2061,2811,646.1,39064.6,21683.8,99077.0,48008.0,16296.4,22,0,4,271000.0
5440,7700,1093,5472,5130.8,17364.2,12286.2,76541.1,26332.2,7174.1,23,0,2,215500.0
12809,5250,2097,0,11300.3,51564.5,43301.0,90046.6,43389.6,18462.1,7,0,4,342500.0
12200,5276,2107,18000,16332.8,56135.0,36914.2,82899.3,41441.7,17037.4,35,0,4,325000.0
7413,7800,2091,122,1737.7,17856.6,4807.7,57940.5,57940.5,2107.5,26,0,5,279900.0
5712,15000,2535,26937,1423.8,26670.7,24835.5,72244.8,21421.3,1182.4,47,0,2,455000.0
1977,8850,1477,44923,1673.2,21120.3,1026.8,24439.2,24439.2,7440.2,36,0,4,599000.0
11077,5023,1646,0,29217.4,68336.7,83.7,78515.5,78088.2,3478.4,10,0,4,305000.0
3264,7183,1280,563,2862.5,22917.4,5646.4,35590.0,13683.1,6987.9,67,0,4,287000.0
5733,8925,2130,24857,1259.7,29563.8,26544.7,74018.7,23558.8,1498.7,29,0,4,375000.0
252,8914,1457,2604,3878.7,16507.8,2665.4,53138.2,49481.6,9205.5,36,0,2,209500.0
13302,14992,2752,24365,1330.8,38128.0,25280.0,92460.0,41611.2,12226.3,26,0,4,370000.0
2098,6540,1340,4237,2293.5,32397.2,1697.1,28417.2,25009.1,3644.8,69,1,4,244000.0
4981,15960,2735,21256,7826.5,7575.7,7468.6,76133.3,29413.6,13765.1,44,0,2,500000.0
10528,4495,1643,0,21580.7,25755.6,16249.9,127470.8,79385.2,257.9,12,0,2,184900.0
3671,6230,1074,2296,8385.9,15566.2,6466.5,24417.5,5352.9,7363.7,66,0,4,235000.0
6649,4730,3855,8505,3277.8,41315.3,3276.8,46170.2,30876.0,2717.3,0,0,5,1011200.0
10097,6000,3445,2200,17671.8,27948.5,16522.3,136608.3,89030.1,6258.9,0,0,2,380000.0
4416,8815,1375,302,3378.4,16747.3,2480.9,38197.3,14386.6,7013.9,6,0,4,510000.0
13427,5000,2359,0,546.0,47516.9,34357.2,98590.3,48509.3,21088.3,13,0,4,347000.0
7109,7500,1494,6188,8491.1,41309.4,1391.0,58579.4,58579.4,1479.1,40,0,5,205000.0
11433,3809,1304,5799,2715.6,64208.1,1197.8,61971.0,54133.8,7472.3,16,0,5,272500.0
7920,9794,1107,1845,18515.2,47664.3,713.6,70253.6,70253.6,4529.3,27,0,5,225000.0
5601,17760,2113,29213,6630.1,21720.4,19121.1,73502.9,22482.8,6389.8,30,0,4,433000.0
7690,7500,1658,36004,15270.5,52748.1,251.6,64087.4,64087.4,3083.7,58,0,4,260000.0
11048,4750,1949,1248,26527.8,71191.1,2936.2,79247.4,77843.1,2376.3,24,0,4,280000.0
8035,4750,2117,174,6122.5,46394.5,35631.1,92452.7,43252.9,17687.2,1,0,4,379100.0
12884,7276,1539,0,14510.7,45603.8,38643.2,84679.3,37211.6,12226.9,28,0,4,270000.0
5987,8938,1796,2496,2269.1,29786.4,13216.2,55064.4,12248.3,2851.6,31,0,4,375000.0
7428,7500,1172,1875,8223.8,26474.4,734.5,58556.6,58556.6,8655.3,34,0,4,227000.0
12572,8248,2778,0,6458.8,57527.4,48992.4,93737.1,48451.3,23521.6,12,0,4,400000.0
13840,7503,1445,5038,3201.9,38097.4,24342.6,94349.6,43381.2,13251.1,31,0,4,280000.0
7402,5083,1935,16500,3380.2,21184.6,4344.5,59172.9,59172.9,3574.8,38,0,5,205000.0
8784,5050,1913,4722,12144.3,9551.8,2692.0,94301.8,49068.3,6208.7,5,0,2,278000.0
12023,7500,1530,760,18114.4,48073.5,21974.5,68066.2,30852.3,3132.2,54,0,4,240000.0
6178,8500,1170,2447,12015.4,39807.3,19440.7,62801.4,22022.5,3705.7,59,0,2,265000.0
56,4402,3089,35539,8374.0,809.4,668.0,62028.6,58464.9,15174.2,1,0,5,1550000.0
3412,7622,2067,4345,1267.5,21119.4,1822.1,38284.2,14869.8,5261.7,63,0,4,390000.0
9601,4495,1418,1996,20097.4,25131.9,20105.1,116937.3,68143.8,3025.5,10,0,2,130000.0
2855,6713,2049,5520,3387.8,20038.0,1870.7,24436.4,10522.8,2102.8,57,0,4,350000.0
10515,3750,1824,0,21472.7,25782.6,16180.5,127666.3,79589.9,357.6,12,0,2,190000.0
2986,6000,1489,810,8405.7,15920.5,3525.3,17785.5,9743.5,3556.5,76,0,4,320000.0
9676,7500,2096,0,17491.1,25331.0,18252.0,114400.6,65450.7,4209.6,11,0,2,254000.0
10003,7169,3676,2750,17957.9,27720.6,16241.7,136880.3,89382.7,6815.0,0,0,2,376200.0
10609,16449,2434,3026,10775.8,38744.8,30784.8,129828.4,79781.9,13405.2,14,0,4,322000.0
9248,8251,3679,0,17381.1,3220.1,1337.5,80553.6,37214.8,15686.5,10,0,2,528000.0
8790,6006,2937,4035,12832.7,9117.5,3430.8,93765.6,48792.7,7034.8,3,0,2,350000.0
13669,8716,2382,31338,2468.8,40517.6,23505.3,99459.3,48415.0,17663.2,23,0,4,340000.0
12540,1644,1814,1764,9648.5,53915.5,45750.7,91045.7,45077.8,20169.2,11,0,4,287000.0
4472,15905,4182,49720,2202.1,21216.3,8000.1,45899.4,9063.3,1332.9,0,0,5,1615000.0
8176,3750,1592,0,3201.1,24248.2,4265.1,97836.0,48403.7,7654.9,14,0,2,206000.0
2188,4796,901,4939,2158.0,26947.2,9208.2,19281.3,19281.3,2306.8,80,0,1,96800.0
5639,10500,1310,0,931.3,15791.9,13614.1,65035.5,14989.0,10938.3,21,0,2,317500.0
4049,13068,2579,7592,5142.7,718.7,463.4,27381.0,11432.6,15918.7,33,0,4,1400000.0
9731,6932,2527,3640,13651.8,16086.7,10957.2,108198.6,60880.9,474.3,0,0,4,347900.0
9392,19200,1566,32920,11339.5,10320.2,2778.0,81196.1,34156.0,9670.9,30,0,4,325000.0
7053,7128,2208,15670,15351.4,62010.2,6902.5,58390.5,56154.4,4360.6,50,0,4,359000.0
6458,8625,1678,2424,7236.3,31238.5,3515.5,47187.2,24292.9,4522.1,58,0,4,330000.0
3544,6032,1453,0,10102.0,16643.4,6622.4,28658.2,6558.3,9640.4,31,0,4,585000.0
519,15616,1900,0,9364.1,25535.7,1490.2,43151.4,43151.4,3149.5,66,0,1,151000.0
6714,5997,1629,1129,13931.5,52376.3,14210.6,57074.1,42029.2,8908.1,28,0,5,386000.0
4508,13813,3973,2081,5253.2,27703.5,5057.5,48367.4,16617.8,4140.2,47,0,4,400000.0
9697,7500,1123,32525,15101.9,21244.2,15077.3,111542.4,63231.4,1508.6,40,0,2,184000.0
12162,4196,1840,0,14334.2,58092.1,38573.9,84784.4,43614.9,19104.2,21,0,4,344000.0
13075,7900,1966,33936,12635.8,41518.1,35338.6,81682.4,33442.6,8321.1,38,0,4,336000.0
227,7215,1630,19042,5106.9,18286.3,4507.8,51471.0,48619.7,9196.0,21,0,4,294000.0
7467,8500,1355,1100,5042.9,31658.3,5301.3,61627.5,61627.5,2382.4,60,0,4,142500.0
13150,3600,1325,3297,1169.5,31269.4,19325.3,87403.4,36340.0,5724.9,26,0,4,260000.0
11381,3408,1416,5782,6486.5,67780.0,5031.6,64454.7,57872.4,3638.8,25,0,5,280000.0
13452,5281,2159,8572,50.0,48959.2,35768.3,99392.9,49489.3,22391.8,0,0,4,425800.0
13010,7500,3239,1774,7242.9,36872.3,29589.4,82086.4,32275.3,6753.2,37,0,4,374000.0
9636,7500,1551,3657,15811.8,18237.2,14092.7,111257.5,63590.9,661.1,27,0,2,170000.0
9417,4482,1731,3136,25415.8,23591.6,16532.2,122876.0,74778.6,1746.6,19,0,2,170000.0
1699,6000,1293,1685,7498.6,27747.4,6032.1,34620.5,34620.5,1275.7,36,0,2,183900.0
13847,5423,2078,19624,1608.4,35833.3,22451.6,92287.2,41269.6,10926.6,24,0,4,325000.0
12087,7500,1679,0,20029.8,48899.2,26407.7,71573.0,31079.9,5638.6,45,0,5,338000.0
1877,20500,1644,1544,2405.6,21118.0,29.2,36791.5,36357.5,7804.0,56,0,4,600000.0
513,7300,1862,3353,8441.0,24812.5,767.4,42505.4,42505.4,3908.0,35,0,2,293000.0
7034,3958,1570,8087,10457.6,56110.1,6284.0,52940.3,52590.5,10249.0,24,0,4,265000.0
12332,5500,2882,0,8797.5,60219.2,44882.7,90829.8,48104.6,23537.9,4,0,4,470000.0
8937,3200,1425,0,8485.9,13787.9,3015.3,92919.7,46452.6,3649.9,16,0,4,195000.0
6013,7800,1374,4468,3582.3,30420.0,10871.2,53496.4,13938.7,4087.8,62,0,4,292500.0
8882,7200,1219,2844,5189.9,15931.6,1583.8,96788.2,49290.7,912.7,51,0,2,110000.0
10378,7249,1875,0,10956.6,35934.4,24909.3,136207.8,87113.1,3355.5,7,0,4,265000.0
7769,4505,1613,0,19721.7,55511.3,2526.1,68501.4,68501.4,6790.7,23,0,4,248300.0
13114,8480,2309,25469,8289.5,36502.5,32397.4,74443.2,26008.6,996.3,24,0,4,455000.0
7100,7500,1144,6230,9580.5,44400.6,4055.4,58963.1,58963.1,970.1,31,0,5,183000.0
13274,4400,1653,0,2487.6,37161.4,24037.7,92467.8,41530.9,11682.0,21,0,4,259900.0
2916,5000,1486,2254,4976.3,14617.6,791.0,11938.4,11938.4,168.0,31,0,4,290000.0
480,6840,993,1173,8737.2,25881.5,2013.9,40998.6,40998.6,2891.9,66,0,1,72000.0
5568,17160,2778,29074,5898.0,23013.1,18212.7,76138.1,25101.8,5071.5,36,0,4,505000.0
6510,7600,1877,5878,3749.8,28849.0,491.1,42993.1,20992.0,306.7,58,0,4,377000.0
2577,8840,2514,42055,16831.2,4585.8,10.3,33489.7,22053.2,13989.5,49,0,4,1600000.0
6386,12685,1909,27703,12495.0,34818.7,7961.9,52862.3,23465.9,9707.5,51,0,4,405000.0
12720,5500,1752,2112,6787.7,55685.7,46534.0,94178.8,47891.2,22972.1,14,0,4,290000.0
7434,7645,2142,20649,8850.7,27311.0,300.1,58354.6,58354.6,8928.6,50,0,4,245000.0
13660,15601,2522,32353,5485.0,44885.2,26818.4,103335.7,52360.6,21933.2,18,0,2,345500.0
8889,3476,1369,948,9818.4,12161.5,3011.2,93507.5,47493.1,4579.1,8,0,4,224400.0
7931,8425,1468,35313,18205.3,46794.0,442.8,70261.9,70261.9,4010.9,26,0,4,233000.0
1596,6750,2540,2860,1855.8,23983.5,1769.9,29650.0,29650.0,5257.4,11,0,5,890000.0
11402,3091,1114,1959,5869.5,63686.8,4846.6,60159.2,53877.5,3760.3,28,0,5,232000.0
3896,7309,2109,25944,604.4,2710.6,1959.4,14293.2,13162.7,2814.6,17,0,4,1175000.0
9824,4500,1292,640,14437.6,22411.8,15079.8,111144.0,62576.8,2947.9,22,0,2,150000.0
1349,6750,1274,1220,871.4,43282.2,5372.8,38452.2,35184.0,12834.8,56,0,2,270000.0
10718,8234,1968,2085,12536.8,37587.2,25076.6,147661.3,99531.0,7360.6,14,0,2,226000.0
6270,7484,2252,1000,15120.9,41288.1,15959.6,61189.9,25485.7,3768.9,28,0,4,345000.0
3777,5200,889,7826,4866.5,8249.1,7368.0,16347.1,7535.5,8439.6,88,0,1,130000.0
10303,4080,1906,360,15709.3,29895.0,18599.7,135234.2,87113.8,2530.9,10,0,2,220000.0
12452,7793,2251,4741,16363.9,44581.7,33954.9,77124.3,31586.5,6818.6,41,0,4,370000.0
8387,7575,1438,790,8164.4,26145.0,9884.1,91817.8,41494.2,4003.8,13,0,2,244900.0
4050,10500,4452,27593,3975.8,2159.3,1752.7,28408.6,10973.6,17092.4,13,0,3,2300000.0
9926,13200,1853,4954,20641.4,29281.9,23023.6,122216.2,73002.3,4843.9,39,0,2,200000.0
10614,50491,3578,20374,15279.7,34346.7,27279.9,126215.7,76498.0,9214.1,10,0,2,531000.0
6662,4515,3855,3825,3719.8,41816.4,3745.4,46625.6,31378.6,3101.7,0,0,5,1011200.0
11368,3402,1432,3707,5534.5,67515.5,4029.7,64530.1,57542.1,4495.8,25,0,5,280000.0
2762,11200,1597,1079,5327.5,35589.6,2302.6,33906.9,26192.3,7866.4,77,1,5,315000.0
13690,5275,1325,1376,1935.0,37992.1,19138.2,100066.7,49030.9,15380.1,16,0,4,235000.0
10127,4000,2711,550,17514.6,28084.3,16679.8,136559.5,88946.4,6043.5,0,0,2,308000.0
3685,6600,1801,3774,5149.9,8644.0,8336.0,19384.2,4433.8,11213.5,6,0,4,410000.0
3602,5250,1602,353,8338.3,19103.4,6344.0,29994.3,8897.4,8391.5,30,0,5,545000.0
7959,7500,884,0,19305.3,46706.3,954.6,68833.9,68833.9,2426.4,37,0,4,174900.0
9704,5000,2527,440,13817.8,16339.2,11244.9,108476.0,61118.5,374.6,0,0,4,335600.0
1446,5100,1356,1375,482.2,30573.6,4416.4,24802.5,24802.5,1808.1,68,0,2,132000.0
5376,8720,1761,663,9039.0,19615.7,10267.4,80983.0,30671.8,3803.7,29,0,2,168000.0
1020,8560,1581,4770,8528.9,48109.0,1572.8,57439.5,57439.5,2129.3,12,0,4,260000.0
705,43575,4332,7553,6330.7,36671.7,1120.0,37084.3,37084.3,7572.8,1,0,4,310000.0
5564,37897,2525,26431,5435.8,18230.0,16917.8,72314.6,21651.8,9614.0,57,0,2,600000.0
1866,7128,1793,18450,338.6,18217.8,1779.3,36756.8,34634.2,10817.0,24,0,4,250000.0
6425,8075,1647,2366,5576.6,29220.9,3004.4,45784.6,22741.6,2861.0,47,0,4,237000.0
5707,39640,2726,25478,6193.5,20854.2,18941.6,66498.5,15457.0,7017.8,47,0,2,575000.0
10099,4000,2711,550,17524.1,28096.3,16671.1,136692.1,89092.3,6176.4,0,0,2,285200.0
10904,5639,2167,1677,21473.8,60202.9,4082.6,69500.8,69500.8,5368.6,29,0,4,325000.0
2574,6625,1902,0,15251.6,6488.7,574.7,32189.1,21956.7,13735.6,23,0,5,660000.0
11255,6500,2442,41762,16294.8,74436.8,2395.5,74154.1,70117.2,692.5,14,0,4,470000.0
2956,5250,1533,7024,7469.7,14291.3,2535.3,13963.7,12519.7,2301.1,30,0,2,205000.0
3742,5900,2739,528,6172.6,8489.9,6249.0,12067.4,11691.6,6808.7,31,0,4,490000.0
3914,5750,1837,2569,1037.6,4401.9,3541.9,16776.0,9180.7,6461.9,46,0,4,497000.0
8241,7500,2070,28608,8911.7,29774.0,9947.4,99764.1,49466.5,11491.0,6,0,2,325000.0
1419,7000,1525,10000,3888.7,40907.4,4561.9,36672.8,36672.8,11770.4,1,0,4,235000.0
1103,7450,1593,4427,5444.1,46668.2,10793.5,40531.0,39975.0,15087.6,26,0,4,280000.0
12261,5234,2776,650,9078.0,64041.6,43651.7,90393.8,50049.2,24175.2,3,0,4,405000.0
10411,5142,2877,0,19863.9,26728.7,16179.9,129919.1,81903.6,1264.3,11,0,2,260000.0
6848,4050,3079,30415,7571.2,57260.1,10267.8,59085.3,46739.0,9862.3,0,0,5,1000000.0
13585,5158,3283,37480,1784.8,41572.6,23063.7,101843.1,50778.0,18859.2,0,0,4,430400.0
1558,9375,1260,0,6528.5,33864.9,2085.1,31452.0,31452.0,4553.6,36,0,4,174000.0
5614,16920,4122,60767,6877.1,19990.9,19423.4,70970.7,20034.2,7853.1,17,0,4,815000.0
6192,8250,1830,1425,12657.5,40374.2,19496.1,62885.9,22605.1,3472.0,45,0,2,259900.0
5981,9702,2331,4727,1589.4,28927.3,13690.8,55089.3,11255.0,1839.8,52,0,4,452000.0
11909,7500,2461,3451,18901.4,57249.6,31652.7,78337.4,39862.7,13541.4,28,0,4,376000.0
3523,5651,1882,1528,9449.3,14708.0,6195.8,27254.2,4594.9,10437.4,41,0,5,610000.0
4542,7500,1778,21494,3910.3,26478.9,2069.4,44718.9,19763.5,1162.3,57,0,4,386500.0
9305,8800,1728,19041,13391.6,10780.9,2359.8,83434.7,36722.9,8675.8,12,0,4,320800.0
3400,6100,1651,2755,1431.6,20630.2,1475.5,38255.4,14728.1,5403.2,59,0,4,290000.0
13489,24196,3076,9174,4614.4,42500.0,25666.8,100344.2,49368.1,18998.8,28,0,2,470000.0
12267,5031,2044,0,10728.5,63005.6,41969.5,88706.9,48572.0,22902.3,14,0,4,300000.0
4877,40946,2511,45425,11704.3,7532.9,3072.4,53902.7,13134.7,10912.7,64,0,4,1240000.0
5992,7875,1516,30179,3726.0,31306.4,13622.9,55984.2,13742.4,4340.4,35,0,4,380000.0
7665,7500,2055,125,14653.3,53730.9,1321.1,63268.6,63268.6,1629.0,58,0,4,260000.0
2652,8248,2646,1681,17033.5,5089.3,333.4,24234.0,10628.1,2388.5,46,0,5,972500.0
6883,2120,2229,2834,7911.2,64865.0,13476.4,67582.7,54417.3,1859.0,10,0,5,395000.0
11270,6000,1696,4737,16681.7,74468.3,2207.7,74525.3,70576.9,708.5,14,0,4,355000.0
11295,2130,2010,762,12830.6,69840.5,5788.8,65911.8,61688.5,2303.5,17,0,4,335100.0
11341,3404,1583,2557,7954.4,65195.9,6766.9,61115.9,55488.9,3218.6,27,0,5,270000.0
11287,2110,2010,1354,12335.4,69840.9,6420.2,65432.0,61060.8,1616.8,18,0,4,335000.0
10952,3292,1523,5743,25224.7,62257.2,2843.5,73385.5,73385.5,7770.8,20,0,4,245000.0
292,7280,1640,5548,4321.8,21720.4,4661.2,55809.2,53977.8,3632.5,31,0,2,240000.0
2836,8716,1615,524,1084.2,44059.3,249.2,41590.7,34457.7,6969.8,53,0,4,335000.0
10182,7644,2578,6650,17408.0,28117.4,16781.2,135943.1,88250.8,5327.2,0,0,2,331000.0
11971,6449,2511,0,14552.1,57858.7,29283.5,76451.8,40771.9,12293.4,19,0,4,420000.0
11357,3200,1284,2539,8452.1,67122.3,6804.7,63149.2,57363.4,2960.5,26,0,5,257500.0
2870,6300,1138,2580,4218.4,20132.5,3063.6,20448.6,12504.6,648.3,64,0,4,270000.0
6703,10000,3018,0,12298.2,50504.2,12297.8,54913.8,40111.9,10227.9,30,0,5,920000.0
13614,6258,2514,2780,4327.5,44273.2,25757.6,103569.2,52547.3,21533.1,0,0,4,382000.0
9804,7151,1929,826,13203.4,18057.3,11791.6,108751.6,60974.8,1507.1,16,0,2,250000.0
7770,5113,1742,0,20504.5,56908.1,2882.1,69163.8,69163.8,6835.5,27,0,4,250000.0
6607,3747,2163,0,1501.7,45809.6,12229.2,57916.6,37341.1,652.2,37,0,5,330000.0
7366,3989,2028,0,1122.0,21757.0,1276.4,62838.3,61476.7,1317.9,3,0,5,360000.0
1318,6104,2092,6162,1835.0,38341.4,6516.5,32908.8,31753.8,10193.3,67,0,4,265000.0
2730,7620,963,5196,2353.0,36563.0,3032.6,37524.2,26469.8,7013.0,68,1,5,300000.0
5483,7400,1958,310,7871.4,21859.8,15435.1,78006.2,27124.9,3924.9,46,0,2,199000.0
9698,5470,1970,0,17573.1,25859.1,18359.6,114498.9,65460.0,4752.4,10,0,2,210000.0
11374,3405,1554,2164,6464.1,67253.2,4821.1,63942.9,57349.0,4036.0,26,0,5,280000.0
11110,6118,2406,4312,19601.0,75306.4,3138.2,77894.3,74469.2,198.1,12,0,4,397500.0
12710,5720,3162,970,2118.4,59629.4,49473.5,98800.9,52584.5,27651.1,2,0,2,410000.0
2228,8540,967,0,754.3,31527.0,10301.6,24170.3,24170.3,5973.5,68,0,2,125000.0
7261,15000,3815,22662,3686.4,13151.8,1133.6,62985.2,58036.7,5069.5,39,0,5,590000.0
4418,6720,1197,1757,2485.1,17639.4,2327.8,38964.5,15130.8,6119.7,66,0,4,330000.0
8539,6000,1641,0,10617.5,14890.6,7447.4,104637.1,57355.5,3036.6,14,0,2,220000.0
5735,14883,3344,24892,2788.7,25280.9,23837.8,69526.5,18636.9,2546.6,16,0,2,665000.0
9255,10010,1199,3179,12150.7,11468.8,2445.6,85052.2,38361.4,7605.6,23,0,2,215000.0
5152,15120,2473,26054,4161.8,8670.2,8664.8,68528.2,21003.5,16992.9,20,0,4,565000.0
5999,9345,2360,2425,1739.3,29189.0,11461.7,53387.9,12147.8,2379.6,32,0,4,587000.0
356,9825,1828,2991,1151.7,24299.6,4967.8,57838.1,56761.8,718.6,58,0,2,128000.0
10384,7500,1673,1264,14694.7,31832.0,20900.8,133648.8,85019.1,1146.0,43,0,2,117000.0
11993,8333,2282,25851,17182.6,55293.9,28006.6,74800.7,37632.5,10216.1,26,0,4,385000.0
7586,5000,1578,728,13299.7,37870.2,0.0,65366.6,65366.6,1537.7,11,0,2,193000.0
4584,17733,4096,9911,4722.6,19859.0,15189.7,59906.9,9072.1,5271.2,19,0,4,860000.0
837,9600,1205,2021,5848.4,34175.7,3504.6,44200.0,44200.0,5369.4,64,0,2,170000.0
266,7080,1313,1419,3187.8,14932.6,1480.7,53938.6,49612.8,9917.2,21,0,4,254000.0
2006,6120,1774,5508,2779.1,20002.1,1173.9,27206.0,27171.1,9068.5,81,0,2,340000.0
5271,6042,1581,3790,9152.7,22246.5,7610.5,87297.2,37184.0,345.6,19,0,2,225500.0
10399,5000,2571,0,18985.0,27535.1,16861.9,130657.0,82542.9,914.6,10,0,2,265500.0
2362,7500,1023,1379,3015.1,25198.9,4600.5,15108.9,15108.9,2301.0,75,0,1,200000.0
11208,10750,2972,28665,15245.0,70579.2,3801.7,68995.9,65340.4,3717.4,14,0,4,645000.0
8777,4000,2283,2328,12835.7,8954.0,2992.1,94174.4,49182.6,6857.1,3,0,2,295000.0
13647,8000,2185,4800,4594.0,44197.3,25942.3,103159.7,52150.8,21429.9,0,0,4,359000.0
12808,4050,2521,1312,10894.7,51927.1,43550.4,90458.9,43810.4,18881.4,20,0,4,290000.0
7060,12751,2222,6694,13693.0,58821.4,4268.2,57709.4,56980.0,7320.7,53,0,4,430000.0
6494,7500,1721,26261,4353.1,29129.5,1529.1,44028.6,21777.1,1361.4,58,0,4,339500.0
826,7500,1697,2681,7172.1,32153.4,5107.3,43368.9,43368.9,3353.5,65,0,2,150000.0
9071,8250,1447,20937,7696.6,15471.1,2185.6,90323.0,43203.0,3380.0,21,0,2,252500.0
4253,14560,5523,43443,3118.7,11282.2,5841.1,43443.1,8476.6,9471.5,9,0,5,2400000.0
5270,5807,1392,0,10667.3,16106.7,3834.6,83155.4,34130.1,5340.2,9,0,2,162000.0
12401,4709,2349,400,16336.3,54107.3,38220.3,83569.0,40636.8,16355.4,25,0,4,340000.0
11716,7000,2890,0,11219.9,61539.1,31677.9,79020.9,45084.1,9905.4,0,0,2,526300.0
1441,5000,1215,0,230.5,30746.1,4719.2,24602.0,24602.0,2080.0,20,0,2,130000.0
3066,7927,1047,3007,3176.9,26407.3,332.9,34805.3,16081.9,3193.4,67,0,2,259000.0
12917,3904,1251,0,16246.9,47758.2,40995.8,85162.7,38460.4,13548.6,30,0,4,225000.0
2748,8400,2925,35045,5954.1,34999.7,2673.5,33528.2,25578.7,7463.7,11,1,5,568000.0
6455,7500,1765,2184,5029.9,29243.0,2432.9,45036.0,22494.9,2317.7,61,0,4,372000.0
11225,8824,4083,3290,17627.1,69442.0,2536.4,69840.1,66901.3,2485.6,2,0,4,742500.0
3061,9760,1324,3767,3646.2,24433.0,1623.1,32202.0,13964.9,3235.6,64,0,2,350000.0
889,11025,2234,2302,3330.5,32141.4,2313.4,47906.3,47906.3,3212.8,59,0,4,280000.0
7639,7950,1048,11553,11470.1,49628.1,3027.2,60376.9,60376.9,429.5,46,0,5,145000.0
12353,5000,2255,5316,7544.8,62006.5,45515.1,91740.1,49586.2,25136.0,10,0,4,325000.0
1963,8850,1802,3434,2275.5,20487.9,1243.1,24092.1,24092.1,8042.6,46,0,4,660000.0
3125,6240,1539,2239,6873.6,19546.1,4731.7,28710.0,9057.5,6422.5,45,0,4,349000.0
6927,5367,2632,6520,5770.1,61718.7,8942.2,62937.9,51209.1,7404.3,0,0,5,608900.0
6323,7875,1456,1224,14912.7,39743.5,13246.5,58821.1,25338.1,5773.3,57,0,4,320000.0
1127,8280,1473,1142,6314.6,49133.8,9658.9,43093.6,42060.0,13307.5,61,0,4,261000.0
8537,4560,3127,3200,10693.9,15629.1,8100.7,105200.0,57762.1,3222.9,0,0,2,340700.0
12210,4576,2012,3522,15806.1,56906.5,37251.2,83360.5,42152.4,17622.0,35,0,4,287900.0
